station name: SAUK CITY WWTP,,,,,,,,,,
station identifier: 477576,,,,,,,,,,
key: T=trace | M=missing | blank=unknown,,,,,,,,,,
,maximum,minimum,precipitation,snowfall,snow depth,time of,time of,time of,time of,time of
,temperature,temperature,,,,observation,observation,observation,observation,observation
Date,max_temp,min_temp,precipitation,snowfall,snow_depth,maxt,mint,pcpn,snow,snwd
date,(degrees F),(degrees F),(inches),(inches),(inches),(hour),(hour),(hour),(hour),(hour)
5/12/11,82,57,0.07,0,0,8,8,8,0,8
5/13/11,85,56,0,M,M,8,8,8,,
5/14/11,63,47,0.12,M,M,8,8,8,,
5/15/11,63,47,0.06,M,M,8,8,8,,
5/16/11,63,39,0,M,M,8,8,8,,
5/17/11,62,30,0,M,M,8,8,8,,
5/18/11,65,35,0,M,M,8,8,8,,
5/19/11,58,49,0,M,M,8,8,8,,
5/20/11,72,45,0,M,M,8,8,8,,
5/21/11,78,52,0,M,M,8,8,8,,
5/22/11,75,60,0.15,M,M,8,8,8,,
5/23/11,83,58,0.13,M,M,8,8,8,,
5/24/11,74,51,0,M,M,8,8,8,,
5/25/11,66,47,0.15,M,M,8,8,8,,
5/26/11,51,45,1.9,M,M,8,8,8,,
5/27/11,63,34,0,M,M,8,8,8,,
5/28/11,64,42,0.01,M,M,8,8,8,,
5/29/11,70,50,T,M,M,8,8,8,,
5/30/11,67,57,0.06,M,M,8,8,8,,
5/31/11,88,59,0,M,M,8,8,8,,
6/1/11,82,53,0,M,M,8,8,8,,
6/2/11,77,53,0,M,M,8,8,8,,
6/3/11,73,55,0,M,M,8,8,8,,
6/4/11,91,68,0,M,M,8,8,8,,
6/5/11,88,55,0,M,M,8,8,8,,
6/6/11,87,61,0.12,M,M,8,8,8,,
6/7/11,93,62,0,M,M,8,8,8,,
6/8/11,94,73,0,M,M,8,8,8,,
6/9/11,89,61,0.32,M,M,8,8,8,,
6/10/11,62,49,0.28,M,M,8,8,8,,
6/11/11,62,50,0.17,M,M,8,8,8,,
6/12/11,64,46,0,M,M,8,8,8,,
6/13/11,68,55,0,M,M,8,8,8,,
6/14/11,75,47,0,M,M,8,8,8,,
6/15/11,78,52,0.16,M,M,8,8,8,,
6/16/11,66,52,1.47,M,M,8,8,8,,
6/17/11,82,56,0,M,M,8,8,8,,
6/18/11,82,63,0,M,M,8,8,8,,
6/19/11,81,62,1.74,M,M,8,8,8,,
6/20/11,79,63,0,M,M,8,8,8,,
6/21/11,73,63,0,M,M,8,8,8,,
6/22/11,86,66,0.66,M,M,8,8,8,,
6/23/11,74,63,0.1,M,M,8,8,8,,
6/24/11,63,57,0.17,M,M,8,8,8,,
6/25/11,73,53,0.02,M,M,8,8,8,,
6/26/11,76,55,0,M,M,8,8,8,,
6/27/11,81,66,0,M,M,8,8,8,,
6/28/11,83,55,0,M,M,8,8,8,,
6/29/11,79,52,0,M,M,8,8,8,,
6/30/11,82,56,0,M,M,8,8,8,,
7/1/11,89,73,0.06,M,M,8,8,8,,
7/2/11,92,72,0,M,M,8,8,8,,
7/3/11,88,57,0,M,M,8,8,8,,
7/4/11,83,59,0,M,M,8,8,8,,
7/5/11,87,59,0,M,M,8,8,8,,
7/6/11,90,64,0.45,M,M,8,8,8,,
7/7/11,85,59,0,M,M,8,8,8,,
7/8/11,84,58,0,M,M,8,8,8,,
7/9/11,87,60,0,M,M,8,8,8,,
7/10/11,88,67,0.3,M,M,8,8,8,,
7/11/11,89,70,0.22,M,M,8,8,8,,
7/12/11,87,63,0,M,M,8,8,8,,
7/13/11,81,58,0,M,M,8,8,8,,
7/14/11,75,53,0,M,M,8,8,8,,
7/15/11,80,58,0,M,M,8,8,8,,
7/16/11,82,69,0.08,M,M,8,8,8,,
7/17/11,87,69,0,M,M,8,8,8,,
7/18/11,95,73,0.06,M,M,8,8,8,,
7/19/11,93,72,0,M,M,8,8,8,,
7/20/11,93,71,0,M,M,8,8,8,,
7/21/11,97,75,0,M,M,8,8,8,,
7/22/11,87,66,0.1,M,M,8,8,8,,
7/23/11,89,68,0.1,M,M,8,8,8,,
7/24/11,90,69,0.06,M,M,8,8,8,,
7/25/11,84,60,0,M,M,8,8,8,,
7/26/11,86,64,0,M,M,8,8,8,,
7/27/11,87,62,0.4,M,M,8,8,8,,
7/28/11,76,64,0.2,M,M,8,8,8,,
7/29/11,82,63,0.09,M,M,8,8,8,,
7/30/11,88,63,0,M,M,8,8,8,,
7/31/11,89,64,0,M,M,8,8,8,,
8/1/11,90,67,0,M,M,8,8,8,,
8/2/11,88,71,0,M,M,8,8,8,,
8/3/11,92,69,0.01,M,M,8,8,8,,
8/4/11,89,60,0,M,M,8,8,8,,
8/5/11,85,62,0,M,M,8,8,8,,
8/6/11,86,65,0,M,M,8,8,8,,
8/7/11,89,68,0.09,M,M,8,8,8,,
8/8/11,87,62,0,M,M,8,8,8,,
8/9/11,78,63,0.03,M,M,8,8,8,,
8/10/11,80,52,0,M,M,8,8,8,,
8/11/11,79,48,0,M,M,8,8,8,,
8/12/11,84,52,0,M,M,8,8,8,,
8/13/11,80,57,0.08,M,M,8,8,8,,
8/14/11,76,56,0.13,M,M,8,8,8,,
8/15/11,80,52,0,M,M,8,8,8,,
8/16/11,84,53,0,M,M,8,8,8,,
8/17/11,84,57,0.2,M,M,8,8,8,,
8/18/11,86,51,0,M,M,8,8,8,,
8/19/11,84,52,0,M,M,8,8,8,,
8/20/11,89,55,0.32,M,M,8,8,8,,
8/21/11,81,63,0.02,M,M,8,8,8,,
8/22/11,78,52,0,M,M,8,8,8,,
8/23/11,86,55,0,M,M,8,8,8,,
8/24/11,80,64,0.97,M,M,8,8,8,,
8/25/11,87,55,0,M,M,8,8,8,,
8/26/11,82,51,0,M,M,8,8,8,,
8/27/11,83,51,0,M,M,8,8,8,,
8/28/11,82,51,0,M,M,8,8,8,,
8/29/11,77,48,0,M,M,8,8,8,,
8/30/11,81,51,0,M,M,8,8,8,,
8/31/11,70,57,0.33,M,M,8,8,8,,
9/1/11,84,60,0,M,M,8,8,8,,
9/2/11,93,63,0,M,M,8,8,8,,
9/3/11,86,68,0.84,M,M,8,8,8,,
9/4/11,75,52,0.21,M,M,8,8,8,,
9/5/11,71,50,0,M,M,8,8,8,,
9/6/11,69,40,0,M,M,8,8,8,,
9/7/11,69,40,0,M,M,8,8,8,,
9/8/11,73,43,0,M,M,8,8,8,,
9/9/11,79,47,0,M,M,8,8,8,,
9/10/11,78,48,0,M,M,8,8,8,,
9/11/11,82,52,0,M,M,8,8,8,,
9/12/11,85,52,0,M,M,8,8,8,,
9/13/11,86,52,0,M,M,8,8,8,,
9/14/11,71,43,0,M,M,8,8,8,,
9/15/11,59,33,0,M,M,8,8,8,,
9/16/11,60,33,0,M,M,8,8,8,,
9/17/11,57,36,0.04,M,M,8,8,8,,
9/18/11,68,51,0.03,M,M,8,8,8,,
9/19/11,59,58,0.65,M,M,8,8,8,,
9/20/11,71,42,0,M,M,8,8,8,,
9/21/11,75,42,0,M,M,8,8,8,,
9/22/11,62,50,0.03,M,M,8,8,8,,
9/23/11,62,38,0.04,M,M,8,8,8,,
9/24/11,56,42,0,M,M,8,8,8,,
9/25/11,61,46,0.03,M,M,8,8,8,,
9/26/11,62,46,1.06,M,M,8,8,8,,
9/27/11,62,52,0.4,M,M,8,8,8,,
9/28/11,64,45,0,M,M,8,8,8,,
9/29/11,71,47,0,M,M,8,8,8,,
9/30/11,70,46,0.3,M,M,8,8,8,,
10/1/11,61,32,0,0,0,8,8,8,0,8
10/2/11,59,30,0,0,0,8,8,8,0,8
10/3/11,69,38,0,M,M,8,8,8,,
10/4/11,74,38,0,M,M,8,8,8,,
10/5/11,78,38,0,0,0,8,8,8,0,8
10/6/11,81,40,0,0,0,8,8,8,0,8
10/7/11,80,53,0,0,0,8,8,8,0,8
10/8/11,82,64,0,M,M,8,8,8,,
10/9/11,82,46,0,M,M,8,8,8,,
10/10/11,80,42,0,M,M,8,8,8,,
10/11/11,77,42,0,M,M,8,8,8,,
10/12/11,72,46,0,M,M,8,8,8,,
10/13/11,66,50,0.95,M,M,8,8,8,,
10/14/11,65,42,0.05,M,M,8,8,8,,
10/15/11,60,40,0,0,0,8,8,8,0,8
10/16/11,60,46,0.04,0,0,8,8,8,0,8
10/17/11,60,38,0,M,M,8,8,8,,
10/18/11,59,38,0,M,M,8,8,8,,
10/19/11,57,28,0,M,M,8,8,8,,
10/20/11,48,37,0,M,M,8,8,8,,
10/21/11,52,27,0,M,M,8,8,8,,
10/22/11,57,27,0,M,M,8,8,8,,
10/23/11,64,25,0,M,M,8,8,8,,
10/24/11,64,28,0.2,M,M,8,8,8,,
10/25/11,62,33,0.05,M,M,8,8,8,,
10/26/11,67,41,0,M,M,8,8,8,,
10/27/11,49,35,0,M,M,8,8,8,,
10/28/11,51,26,0,M,M,8,8,8,,
10/29/11,54,25,0.04,0,0,8,8,8,0,8
10/30/11,53,28,0.03,0,0,8,8,8,0,8
10/31/11,47,41,0.07,M,M,8,8,8,,
11/1/11,45,33,0,M,M,8,8,8,,
11/2/11,64,36,0,M,M,8,8,8,,
11/3/11,50,34,1.15,M,M,8,8,8,,
11/4/11,49,24,0,M,M,8,8,8,,
11/5/11,53,23,0,M,M,8,8,8,,
11/6/11,56,35,0,M,M,8,8,8,,
11/7/11,61,28,0,M,M,8,8,8,,
11/8/11,58,28,0.75,M,M,8,8,8,,
11/9/11,42,35,1.23,M,M,8,8,8,,
11/10/11,35,29,0.95,2.5,1,8,8,8,0,8
11/11/11,38,25,0,M,M,8,8,8,,
11/12/11,48,24,0.03,0,0,8,8,8,0,8
11/13/11,56,48,0,0,0,8,8,8,0,8
11/14/11,59,33,0,M,M,8,8,8,,
11/15/11,55,26,0,M,M,8,8,8,,
11/16/11,56,27,0,M,M,8,8,8,,
11/17/11,39,17,0,M,M,8,8,8,,
11/18/11,43,18,0,M,M,8,8,8,,
11/19/11,49,28,0,M,M,8,8,8,,
11/20/11,45,33,0.03,M,M,8,8,8,,
11/21/11,38,27,0,M,M,8,8,8,,
11/22/11,42,26,0,M,M,8,8,8,,
11/23/11,39,22,0,M,M,8,8,8,,
11/24/11,43,26,0,M,M,8,8,8,,
11/25/11,50,42,0,M,M,8,8,8,,
11/26/11,53,45,0.01,0,0,8,8,8,0,8
11/27/11,52,34,0.25,0,0,8,8,8,0,8
11/28/11,35,29,0,0,0,8,8,8,0,8
11/29/11,36,24,0,M,M,8,8,8,,
11/30/11,38,16,0,M,M,8,8,8,,
12/1/11,44,17,0,0,0,8,8,8,0,8
12/2/11,40,16,0.01,0,0,8,8,8,0,8
12/3/11,38,16,0.25,0,0,8,8,8,0,8
12/4/11,46,31,0.81,0,0,8,8,8,0,8
12/5/11,37,29,0,0,0,8,8,8,0,8
12/6/11,32,24,0,0,0,8,8,8,0,8
12/7/11,28,18,0,0,0,8,8,8,0,8
12/8/11,30,18,0,0,0,8,8,8,0,8
12/9/11,34,11,0,0,0,8,8,8,0,8
12/10/11,23,6,0,0,0,8,8,8,0,8
12/11/11,46,17,0,0,0,8,8,8,0,8
12/12/11,46,32,0,0,0,8,8,8,0,8
12/13/11,42,32,0,0,0,8,8,8,0,8
12/14/11,43,32,0.45,0,0,8,8,8,0,8
12/15/11,52,36,0.2,0,0,8,8,8,0,8
12/16/11,40,19,0,0,0,8,8,8,0,8
12/17/11,31,18,0.1,1,1,8,8,8,0,8
12/18/11,36,20,0,0,0,8,8,8,0,8
12/19/11,43,28,0,0,0,8,8,8,0,8
12/20/11,40,20,0,0,0,8,8,8,0,8
12/21/11,37,21,0.02,0,0,8,8,8,0,8
12/22/11,40,26,0.2,2,2,8,8,8,0,8
12/23/11,32,4,0,0,1,8,8,8,0,8
12/24/11,28,6,0,0,1,8,8,8,0,8
12/25/11,40,18,0,0,T,8,8,8,0,8
12/26/11,41,18,0,0,0,8,8,8,0,8
12/27/11,43,20,0,0,0,8,8,8,0,8
12/28/11,36,15,0,0,0,8,8,8,0,8
12/29/11,40,22,0,0,0,8,8,8,0,8
12/30/11,43,24,0.13,T,T,8,8,8,0,8
12/31/11,33,20,0.1,0.5,0,8,8,8,0,8
1/1/12,39,20,0.02,0,0,8,8,8,0,8
1/2/12,29,18,0,0,0,8,8,8,0,8
1/3/12,20,7,0,0,0,8,8,8,0,8
1/4/12,27,7,0,0,0,8,8,8,0,8
1/5/12,35,19,0,0,0,8,8,8,0,8
1/6/12,51,18,0,0,0,8,8,8,0,8
1/7/12,46,27,0,0,0,8,8,8,0,8
1/8/12,41,16,0,0,0,8,8,8,0,8
1/9/12,41,21,0,0,0,8,8,8,0,8
1/10/12,46,21,0,0,0,8,8,8,0,8
1/11/12,51,21,0,0,0,8,8,8,0,8
1/12/12,53,19,0.02,0,0,8,8,8,0,8
1/13/12,23,13,0.38,4,4,8,8,8,0,8
1/14/12,19,12,0,0,4,8,8,8,0,8
1/15/12,22,5,0,0,3,8,8,8,0,8
1/16/12,33,8,0,0,3,8,8,8,0,8
1/17/12,43,23,0.03,0,3,8,8,8,0,8
1/18/12,28,-10,0.15,2,5,8,8,8,0,8
1/19/12,23,-6,0,0,5,8,8,8,0,8
1/20/12,4,-11,0,0,4,8,8,8,0,8
1/21/12,5,-15,0.27,3,7,8,8,8,0,8
1/22/12,24,-2,0,0,7,8,8,8,0,8
1/23/12,33,24,0.1,0,5,8,8,8,0,8
1/24/12,32,23,0.08,0.2,5,8,8,8,0,8
1/25/12,30,15,0,0,4,8,8,8,0,8
1/26/12,33,21,0,0,5,8,8,8,0,8
1/27/12,34,18,0,0,5,8,8,8,0,8
1/28/12,38,16,0.03,0.5,4,8,8,8,0,8
1/29/12,23,6,0.04,0.5,4,8,8,8,0,8
1/30/12,28,8,0,0,4,8,8,8,0,8
1/31/12,43,24,0,0,3,8,8,8,0,8
2/1/12,47,33,0,0,1,8,8,8,0,8
2/2/12,39,23,0,0,0,8,8,8,0,8
2/3/12,33,25,0,0,0,8,8,8,0,8
2/4/12,36,29,0,0,0,8,8,8,0,8
2/5/12,42,17,0,0,0,8,8,8,0,8
2/6/12,37,27,0,0,0,8,8,8,0,8
2/7/12,36,24,0,0,0,8,8,8,0,8
2/8/12,32,11,0,0,0,8,8,8,0,8
2/9/12,33,11,0,0,0,8,8,8,0,8
2/10/12,34,16,0,0,0,8,8,8,0,8
2/11/12,31,5,0.02,M,0,8,8,8,,8
2/12/12,27,5,0,0,0,8,8,8,0,8
2/13/12,32,11,0,0,0,8,8,8,0,8
2/14/12,31,16,0.08,0.5,M,8,8,8,0,
2/15/12,33,29,0,0,0,8,8,8,0,8
2/16/12,47,30,0,0,0,8,8,8,0,8
2/17/12,45,22,0,0,0,8,8,8,0,8
2/18/12,43,22,0,0,0,8,8,8,0,8
2/19/12,37,15,0,0,0,8,8,8,0,8
2/20/12,41,19,0,0,0,8,8,8,0,8
2/21/12,42,21,0.03,0,0,8,8,8,0,8
2/22/12,44,24,0.01,0,0,8,8,8,0,8
2/23/12,39,25,0,0,0,8,8,8,0,8
2/24/12,41,20,0.12,1.2,2,8,8,8,0,8
2/25/12,33,15,0,0,1,8,8,8,0,8
2/26/12,39,15,0,0,0,8,8,8,0,8
2/27/12,46,15,0,0,0,8,8,8,0,8
2/28/12,36,20,0,0,0,8,8,8,0,8
2/29/12,39,28,0.5,0,0,8,8,8,0,8
3/1/12,46,32,0.01,0,0,8,8,8,0,8
3/2/12,37,29,0,0,0,8,8,8,0,8
3/3/12,34,25,0.24,2,2,8,8,8,0,8
3/4/12,30,23,T,T,1,8,8,8,0,8
3/5/12,28,12,0,0,1,8,8,8,0,8
3/6/12,34,12,0,0,0,8,8,8,0,8
3/7/12,65,34,0,0,0,8,8,8,0,8
3/8/12,63,31,0.4,0,0,8,8,8,0,8
3/9/12,41,23,0,0,0,8,8,8,0,8
3/10/12,51,21,0,0,0,8,8,8,0,8
3/11/12,65,37,0,0,0,8,8,8,0,8
3/12/12,67,49,0.17,0,0,8,8,8,0,8
3/13/12,60,39,0,0,0,8,8,8,0,8
3/14/12,68,37,0,0,0,8,8,8,0,8
3/15/12,77,40,0,0,0,8,8,8,0,8
3/16/12,80,41,0,0,0,8,8,8,0,8
3/17/12,80,42,0.02,0,0,8,8,8,0,8
3/18/12,80,56,0,0,0,8,8,8,0,8
3/19/12,80,63,0,0,0,8,8,8,0,8
3/20/12,75,60,0.25,0,0,8,8,8,0,8
3/21/12,81,59,0,0,0,8,8,8,0,8
3/22/12,82,58,0,0,0,8,8,8,0,8
3/23/12,79,57,0.26,0,0,8,8,8,0,8
3/24/12,65,54,0.05,0,0,8,8,8,0,8
3/25/12,60,49,0,0,0,8,8,8,0,8
3/26/12,67,34,0.02,0,0,8,8,8,0,8
3/27/12,43,33,0,0,0,8,8,8,0,8
3/28/12,74,43,0,0,0,8,8,8,0,8
3/29/12,60,35,0,0,0,8,8,8,0,8
3/30/12,55,35,0.67,0,0,8,8,8,0,8
3/31/12,42,35,0.3,0,0,8,8,8,0,8
4/1/12,45,37,0.01,0,0,8,8,8,0,8
4/2/12,60,43,0,0,0,8,8,8,0,8
4/3/12,65,43,0,0,0,8,8,8,0,8
4/4/12,64,35,0,0,0,8,8,8,0,8
4/5/12,62,34,0,0,0,8,8,8,0,8
4/6/12,52,24,0,0,0,8,8,8,0,8
4/7/12,58,23,0,0,0,8,8,8,0,8
4/8/12,64,30,0,0,0,8,8,8,0,8
4/9/12,63,28,0,0,0,8,8,8,0,8
4/10/12,56,25,0,0,0,8,8,8,0,8
4/11/12,45,23,0,0,0,8,8,8,0,8
4/12/12,55,24,0,0,0,8,8,8,0,8
4/13/12,62,27,0,0,0,8,8,8,0,8
4/14/12,65,44,0,0,0,8,8,8,0,8
4/15/12,75,59,0.68,0,0,8,8,8,0,8
4/16/12,75,55,0.14,0,0,8,8,8,0,8
4/17/12,55,29,0,0,0,8,8,8,0,8
4/18/12,59,30,0,0,0,8,8,8,0,8
4/19/12,71,41,0,0,0,8,8,8,0,8
4/20/12,52,36,1.4,0,0,8,8,8,0,8
4/21/12,51,30,0,0,0,8,8,8,0,8
4/22/12,54,30,0,0,0,8,8,8,0,8
4/23/12,55,29,0,0,0,8,8,8,0,8
4/24/12,60,29,0,0,0,8,8,8,0,8
4/25/12,68,40,0.05,0,0,8,8,8,0,8
4/26/12,60,40,0,0,0,8,8,8,0,8
4/27/12,57,28,0,0,0,8,8,8,0,8
4/28/12,56,34,0.28,0,0,8,8,8,0,8
4/29/12,48,34,0.02,0,0,8,8,8,0,8
4/30/12,56,42,0.77,0,0,8,8,8,0,8
5/1/12,54,35,0,M,M,8,8,8,,
5/2/12,66,37,0.67,M,M,8,8,8,,
5/3/12,80,59,0.07,M,M,8,8,8,,
5/4/12,84,58,0,M,M,8,8,8,,
5/5/12,65,51,0.06,M,M,8,8,8,,
5/6/12,68,51,0,M,M,8,8,8,,
5/7/12,66,51,0.52,M,M,8,8,8,,
5/8/12,72,48,0,M,M,8,8,8,,
5/9/12,66,42,0,M,M,8,8,8,,
5/10/12,63,35,0,M,M,8,8,8,,
5/11/12,71,39,0,M,M,8,8,8,,
5/12/12,80,52,0.01,M,M,8,8,8,,
5/13/12,68,39,0,M,M,8,8,8,,
5/14/12,74,37,0,M,M,8,8,8,,
5/15/12,80,42,0,M,M,8,8,8,,
5/16/12,86,40,0,M,M,8,8,8,,
5/17/12,70,42,0,M,M,8,8,8,,
5/18/12,75,45,0,M,M,8,8,8,,
5/19/12,86,56,0,M,M,8,8,8,,
5/20/12,89,61,0,M,M,8,8,8,,
5/21/12,82,46,0,M,M,8,8,8,,
5/22/12,73,40,0,M,M,8,8,8,,
5/23/12,76,45,0,M,M,8,8,8,,
5/24/12,81,54,0,M,M,8,8,8,,
5/25/12,90,52,0.1,M,M,8,8,8,,
5/26/12,75,55,0.63,M,M,8,8,8,,
5/27/12,85,63,0.04,M,M,8,8,8,,
5/28/12,91,63,0,M,M,8,8,8,,
5/29/12,85,56,0.24,M,M,8,8,8,,
5/30/12,74,50,0,M,M,8,8,8,,
5/31/12,63,46,0.37,M,M,8,8,8,,
6/1/12,56,43,0.02,M,M,8,8,8,,
6/2/12,68,48,0,M,M,8,8,8,,
6/3/12,75,41,0,M,M,8,8,8,,
6/4/12,80,49,0.03,M,M,8,8,8,,
6/5/12,76,45,0,M,M,8,8,8,,
6/6/12,76,43,0,M,M,8,8,8,,
6/7/12,78,46,0,M,M,8,8,8,,
6/8/12,82,50,0,M,M,8,8,8,,
6/9/12,86,57,0,M,M,8,8,8,,
6/10/12,88,64,0,M,M,8,8,8,,
6/11/12,89,65,0.17,M,M,8,8,8,,
6/12/12,84,52,0,M,M,8,8,8,,
6/13/12,71,42,0,M,M,8,8,8,,
6/14/12,75,45,0,M,M,8,8,8,,
6/15/12,82,54,0,M,M,8,8,8,,
6/16/12,91,63,0,M,M,8,8,8,,
6/17/12,84,74,0,M,M,8,8,8,,
6/18/12,87,74,0.02,M,M,8,8,8,,
6/19/12,92,76,0,M,M,8,8,8,,
6/20/12,93,76,0,M,M,8,8,8,,
6/21/12,93,64,0.12,M,M,8,8,8,,
6/22/12,83,54,0,M,M,8,8,8,,
6/23/12,85,52,0,M,M,8,8,8,,
6/24/12,82,58,0,M,M,8,8,8,,
6/25/12,89,56,0,M,M,8,8,8,,
6/26/12,79,44,0,M,M,8,8,8,,
6/27/12,84,49,0,M,M,8,8,8,,
6/28/12,94,65,0,M,M,8,8,8,,
6/29/12,96,56,0,M,M,8,8,8,,
6/30/12,92,59,0,M,M,8,8,8,,
7/1/12,93,61,0,M,M,8,8,8,,
7/2/12,95,69,0,M,M,8,8,8,,
7/3/12,99,70,0,M,M,8,8,8,,
7/4/12,100,74,0,M,M,8,8,8,,
7/5/12,102,73,0,M,M,8,8,8,,
7/6/12,103,75,0,M,M,8,8,8,,
7/7/12,103,73,0.04,M,M,8,8,8,,
7/8/12,88,62,0,M,M,8,8,8,,
7/9/12,90,62,0,M,M,8,8,8,,
7/10/12,90,61,0,M,M,8,8,8,,
7/11/12,87,55,0,M,M,8,8,8,,
7/12/12,89,56,0,M,M,8,8,8,,
7/13/12,92,58,0,M,M,8,8,8,,
7/14/12,90,61,0,M,M,8,8,8,,
7/15/12,92,70,0,M,M,8,8,8,,
7/16/12,96,66,0,M,M,8,8,8,,
7/17/12,99,69,0,M,M,8,8,8,,
7/18/12,100,71,0.02,M,M,8,8,8,,
7/19/12,95,70,1.55,M,M,8,8,8,,
7/20/12,73,63,0,M,M,8,8,8,,
7/21/12,85,62,0.01,M,M,8,8,8,,
7/22/12,88,68,0.03,M,M,8,8,8,,
7/23/12,88,71,0,M,M,8,8,8,,
7/24/12,98,71,0.42,M,M,8,8,8,,
7/25/12,81,65,0.76,M,M,8,8,8,,
7/26/12,98,67,0.7,M,M,8,8,8,,
7/27/12,88,64,0,M,M,8,8,8,,
7/28/12,81,58,0.03,M,M,8,8,8,,
7/29/12,82,61,0,M,M,8,8,8,,
7/30/12,85,62,0.05,M,M,8,8,8,,
7/31/12,90,65,0.04,M,M,8,8,8,,
8/1/12,87,59,0,M,M,8,8,8,,
8/2/12,89,60,0.17,M,M,8,8,8,,
8/3/12,88,67,0.02,M,M,8,8,8,,
8/4/12,91,68,0,M,M,8,8,8,,
8/5/12,88,59,0.12,M,M,8,8,8,,
8/6/12,78,50,0,M,M,8,8,8,,
8/7/12,82,52,0,M,M,8,8,8,,
8/8/12,91,57,0,M,M,8,8,8,,
8/9/12,79,59,0,M,M,8,8,8,,
8/10/12,67,58,0.66,M,M,8,8,8,,
8/11/12,75,48,0,M,M,8,8,8,,
8/12/12,77,50,0,M,M,8,8,8,,
8/13/12,72,60,0.12,M,M,8,8,8,,
8/14/12,78,54,0,M,M,8,8,8,,
8/15/12,81,55,0,M,M,8,8,8,,
8/16/12,85,63,0.32,M,M,8,8,8,,
8/17/12,74,49,0.35,M,M,8,8,8,,
8/18/12,73,46,0.02,M,M,8,8,8,,
8/19/12,76,50,0.01,M,M,8,8,8,,
8/20/12,77,51,0,M,M,8,8,8,,
8/21/12,77,45,0,M,M,8,8,8,,
8/22/12,80,45,0,M,M,8,8,8,,
8/23/12,87,45,0,M,M,8,8,8,,
8/24/12,92,67,0,M,M,8,8,8,,
8/25/12,91,56,0,M,M,8,8,8,,
8/26/12,90,67,0.39,M,M,8,8,8,,
8/27/12,77,65,0.12,M,M,8,8,8,,
8/28/12,85,55,0,M,M,8,8,8,,
8/29/12,83,56,0.07,M,M,8,8,8,,
8/30/12,88,62,0,M,M,8,8,8,,
8/31/12,90,64,0,M,M,8,8,8,,
9/1/12,90,64,0,M,M,8,8,8,,
9/2/12,82,62,0,M,M,8,8,8,,
9/3/12,87,61,0,M,M,8,8,8,,
9/4/12,90,64,0.05,M,M,8,8,8,,
9/5/12,92,62,0.42,M,M,8,8,8,,
9/6/12,83,56,0,M,M,8,8,8,,
9/7/12,80,56,0,M,M,8,8,8,,
9/8/12,68,47,0,M,M,8,8,8,,
9/9/12,73,49,0.25,M,M,8,8,8,,
9/10/12,70,45,0,M,M,8,8,8,,
9/11/12,78,45,0,M,M,8,8,8,,
9/12/12,86,54,0,M,M,8,8,8,,
9/13/12,87,53,0,M,M,8,8,8,,
9/14/12,60,43,M,M,M,8,8,8,,
9/15/12,76,40,M,M,M,8,8,,,
9/16/12,81,45,0,M,M,8,8,8,,
9/17/12,77,53,0,M,M,8,8,8,,
9/18/12,72,38,0,M,M,8,8,8,,
9/19/12,62,29,0,M,M,8,8,8,,
9/20/12,77,41,0.05,M,M,8,8,8,,
9/21/12,68,37,0,M,M,8,8,8,,
9/22/12,63,38,0.12,M,M,8,8,8,,
9/23/12,52,38,0,M,M,8,8,8,,
9/24/12,60,29,0,M,M,8,8,8,,
9/25/12,73,28,0,M,M,8,8,8,,
9/26/12,81,36,0,M,M,8,8,8,,
9/27/12,66,31,0,M,M,8,8,8,,
9/28/12,67,31,0,M,M,8,8,8,,
9/29/12,74,34,0,0,0,8,8,8,0,8
9/30/12,79,35,0,0,0,8,8,8,0,8
10/1/12,70,35,0,0,0,8,8,8,0,8
10/2/12,68,36,0,0,0,8,8,8,0,8
10/3/12,72,36,0,0,0,8,8,8,0,8
10/4/12,75,39,0,0,0,8,8,8,0,8
10/5/12,65,32,0,0,0,8,8,8,0,8
10/6/12,50,31,0,0,0,8,8,8,0,8
10/7/12,48,31,0,0,0,8,8,8,0,8
10/8/12,53,24,0,0,0,8,8,8,0,8
10/9/12,61,27,0,0,0,8,8,8,0,8
10/10/12,60,28,0,0,0,8,8,8,0,8
10/11/12,50,28,0.03,0,0,8,8,8,0,8
10/12/12,60,21,0,0,0,8,8,8,0,8
10/13/12,53,27,0.6,0,0,8,8,8,0,8
10/14/12,63,49,1.1,0,0,8,8,8,0,8
10/15/12,49,38,0.35,0,0,8,8,8,0,8
10/16/12,60,36,0,0,0,8,8,8,0,8
10/17/12,69,45,0.02,0,0,8,8,8,0,8
10/18/12,65,46,0.35,0,0,8,8,8,0,8
10/19/12,46,42,0.15,0,0,8,8,8,0,8
10/20/12,50,33,0.1,0,0,8,8,8,0,8
10/21/12,67,33,0,0,0,8,8,8,0,8
10/22/12,68,33,0.02,0,0,8,8,8,0,8
10/23/12,60,51,0.16,0,0,8,8,8,0,8
10/24/12,66,55,0.1,0,0,8,8,8,0,8
10/25/12,77,60,0,0,0,8,8,8,0,8
10/26/12,71,34,0.31,0,0,8,8,8,0,8
10/27/12,47,25,T,0,0,8,8,8,0,8
10/28/12,45,22,0,0,0,8,8,8,0,8
10/29/12,47,21,0,0,0,8,8,8,0,8
10/30/12,50,21,0,0,0,8,8,8,0,8
10/31/12,48,26,0,0,0,8,8,8,0,8
11/1/12,48,26,0,0,0,8,8,8,0,8
11/2/12,53,29,0,0,0,8,8,8,0,8
